id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv1332,들리다,deul-ri-da,"to be possessed, haunted",verb,3,family-relationships,family-relationships|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1333,달리다,dal-ri-da,"to hang, be supsended",verb,3,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv1334,이전,i-jeon,former days/times; the prior/previous one,noun,3,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv1335,시키다,si-ki-da,to make,verb,3,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1336,국제,guk-je,international,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1337,그룹,geu-rup,group,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1338,인생,in-saeng,life,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1339,전통,jeon-tong,"tradition, convention",noun,3,general-core,general-core,,topik2-level4-vocab|topik2-level5-vocab|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1340,기르다,gi-reu-da,to educate or train or cultivate  to grow long hair,verb,3,transport-directions,transport-directions|clothing-appearance|weather-seasons|animals-nature|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1341,조사하다,jo-sa-ha-da,"to examine, investigate",verb,3,school-study,school-study,,topik2-level5-vocab|topik-core,topik2-level5-vocab,topik-vocab,topik
kv1342,커다랗다,keo-da-rah-da,to be very big/large,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1343,시인,si-in,a poet,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1344,외,oi,"except, save for",dependent noun,3,general-core,general-core,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv1345,위치,ui-chi,"a position, a location",noun,3,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv1346,줄이다,jul-i-da,"to reduce, decrease",verb,3,verbs-actions,verbs-actions,,test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1347,달라지다,dal-ra-ji-da,"to change, vary",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1348,원하다,ueon-ha-da,to want,verb,3,verbs-actions,verbs-actions,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv1349,통신,tong-sin,"communications, correspondance",noun,3,animals-nature,animals-nature|hobbies-sports,,topik-core,topik-core,topik-extra,topik
kv1350,확인하다,hoak-in-ha-da,"to confirm, corroborate",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1351,모임,mo-im,"a group, a party",noun,3,events-celebrations,events-celebrations,,topik-core,topik-core,topik-extra,topik
kv1352,웃음,us-eum,"laughter, a smile",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1353,기계,gi-gye,an instrument or a machine,noun,3,general-core,general-core,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1354,아나운서,a-na-un-seo,announcer,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1355,펴다,pyeo-da,"to spread out, unfold",verb,3,communication-media,communication-media,,test-intermediate-reading-1|topik-core,test-intermediate-reading-1,topik-test,topik
kv1356,종교,jong-gyo,"religion, a faith",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1357,자연스럽다,ja-yeon-seu-reop-da,to be natural,adjective,3,descriptions-qualities,descriptions-qualities,,test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-reading-3,topik-test,topik
kv1358,돌다,dol-da,to get crazy,verb,3,verbs-actions,verbs-actions,,test-level-2-practice|topik-core,test-level-2-practice,topik-test,topik
kv1359,이해,i-hae,understanding,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1360,혹은,hok-eun,if that's not the case,adverb,3,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv1361,편,pyeon,"compilation, editing",dependent noun,3,general-core,general-core,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv1362,노력하다,no-ryeok-ha-da,"to try hard, strive",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1363,보호,bo-ho,"protection, shelter",noun,3,general-core,general-core,,topik2-level4-vocab|topik2-level5-vocab|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1364,이웃,i-us,the neighborhood,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1365,공동,gong-dong,"association or union or collaboration, working together",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1366,까닭,gga-dalk,reason,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1367,소녀,so-nyeo,a young girl,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1368,지나가다,ji-na-ga-da,"to pass, elapse",verb,3,verbs-actions,verbs-actions,,test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-reading-3,topik-test,topik
kv1369,상품,sang-pum,product,noun,3,general-core,general-core,,test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1370,훌륭하다,hul-ryung-ha-da,to be excellent,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1371,새로,sae-ro,"newly, anew",adverb,3,verbs-actions,verbs-actions,,test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-reading-3,topik-test,topik
kv1372,종류,jong-ryu,"kind, sort, species",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1373,키우다,ki-u-da,"to raise, bring up, rear",verb,3,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv1374,눕다,nup-da,to lie down,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1375,발달하다,bal-dal-ha-da,to advance,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1376,발전하다,bal-jeon-ha-da,"to develop, grow",verb,3,verbs-actions,verbs-actions,,topik2-level3-vocab|topik2-level4-vocab|topik2-level5-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1377,죽음,juk-eum,death,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1378,고통,go-tong,suffering or agony,noun,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1379,듯이,deus-i,as if / like,dependent noun,3,feelings-emotions,feelings-emotions,,topik-core,topik-core,topik-extra,topik
kv1380,어울리다,eo-ul-ri-da,"to be becoming, suiting",verb,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1381,알리다,al-ri-da,"to inform, tell about, to make known",verb,3,communication-media,communication-media|daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1382,멀리,meol-ri,far away,adverb,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1383,빼다,bbae-da,"to pull out, extract",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1384,예정,ye-jeong,"a program, schedule",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1385,흔히,heun-hi,"generally, commonly ; often",adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1386,느껴지다,neu-ggyeo-ji-da,to feel,verb,3,feelings-emotions,feelings-emotions,,topik-core,topik-core,topik-extra,topik
kv1387,전문,jeon-mun,a specialty,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1388,정확하다,jeong-hoak-ha-da,to be exact,adjective,3,descriptions-qualities,descriptions-qualities,,test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1389,찾아오다,chaj-a-o-da,"to go meet somebody, to go get sth",verb,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1390,사용,sa-yong,"use, employment",noun,3,general-core,general-core,,test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-reading-3,topik-test,topik
kv1391,결정하다,gyeol-jeong-ha-da,to decide,verb,3,verbs-actions,verbs-actions,,topik2-level3-vocab|topik2-level5-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1392,경영,gyeong-yeong,management or administration,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1393,목표,mok-pyo,"goal, object",noun,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1394,숲,sup,forest,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1395,없어지다,eops-eo-ji-da,"to lose, get lost",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1396,떠오르다,ddeo-o-reu-da,"to run across, to cross one's mind",verb,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1397,미치다,mi-chi-da,to reach,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1398,얼른,eol-reun,"fast, quickly, rapidly",adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1399,임금,im-geum,"wages, pay",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1400,직장,jik-jang,one's work place,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1401,참다,cham-da,"to bear, endure",verb,3,time-calendar,time-calendar|body-health,,topik-core,topik-core,topik-extra,topik
kv1402,크기,keu-gi,"size, dimensions",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1403,남기다,nam-gi-da,to leave behind,verb,3,transport-directions,transport-directions,,topik-core,topik-core,topik-extra,topik
kv1404,서양,seo-yang,the Western countries,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1405,주요,ju-yo,"the major, the chief thing",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1406,지나치다,ji-na-chi-da,"to be go too far, to go to extremes  to let sth by",adjective,3,travel-movement,travel-movement|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1407,냄새,naem-sae,smell,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1408,부드럽다,bu-deu-reop-da,"to be soft, tender",adjective,3,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1409,공연,gong-yeon,a public performance,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1410,내놓다,nae-noh-da,"to put out, take out",verb,3,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1411,떼다,dde-da,to unyoke,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1412,만들어지다,man-deul-eo-ji-da,"to make, create",verb,3,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1413,속도,sok-do,speed,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1414,심각하다,sim-gak-ha-da,"to be seriousness, gravity",adjective,3,descriptions-qualities,descriptions-qualities,,topik2-level4-vocab|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1415,계속되다,gye-sok-doi-da,to continue,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1416,소년,so-nyeon,a boy,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1417,소식,so-sik,"news, information",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1418,그중,geu-jung,among the rest of them; the most,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1419,노인,no-in,old person,noun,3,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv1420,벌다,beol-da,"to earn  ;  to invite, to bring onto oneself",verb,3,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv1421,살리다,sal-ri-da,"to 1) revive, bring around, restore to life 2) save, spare, rescue",verb,3,places-buildings,places-buildings,,topik-core,topik-core,topik-extra,topik
kv1422,결정,gyeol-jeong,a decision or determination,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1423,썰다,sseol-da,"to chip, mince, dice",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1424,이미지,i-mi-ji,image,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1425,업무,eop-mu,"buisness, duty",noun,3,general-core,general-core,,topik2-level3-vocab|test-intermediate-reading-3|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1426,청소년,cheong-so-nyeon,"young boys and girls, teenagers",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1427,응,eung,"yes, i see!",interjection,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1428,이기다,i-gi-da,to win,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1429,찾아보다,chaj-a-bo-da,to go meet somebody,verb,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1430,취하다,chui-ha-da,to be drunk,verb,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1431,선배,seon-bae,one's senior,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1432,구하다,gu-ha-da,to rescue a person,verb,3,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv1433,그러므로,geu-reo-meu-ro,so or hence or therefore,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1434,포함하다,po-ham-ha-da,"to include, contain",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1435,만약,man-yak,if,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1436,바르다,ba-reu-da,"to be spread, apply",adjective,3,communication-media,communication-media|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1437,숨,sum,a breath,noun,3,general-core,general-core,,test-reading-20|topik-core,test-reading-20,topik-test,topik
kv1438,행사,haeng-sa,"an event, a function",noun,3,feelings-emotions,feelings-emotions|events-celebrations,,topik-core,topik-core,topik-extra,topik
kv1439,왕,oang,king,noun,3,general-core,general-core,,test-intermediate-1|topik-core,test-intermediate-1,topik-test,topik
kv1440,점점,jeom-jeom,"more and more, by degrees",adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1441,특별,teuk-byeol,"be special, extraordinary",noun,3,general-core,general-core,,test-intermediate-reading-1|topik-core,test-intermediate-reading-1,topik-test,topik
kv1442,판단,pan-dan,"a judgment, a conclusion",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1443,해결하다,hae-gyeol-ha-da,"to fix a problem, solve a question",verb,3,verbs-actions,verbs-actions,,topik2-level4-vocab|topik2-level5-vocab|test-intermediate-advanced-2|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1444,계속하다,gye-sok-ha-da,to continue,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1445,그치다,geu-chi-da,to stop or cease or halt,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1446,너무나,neo-mu-na,extremely,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1447,높이다,nop-i-da,"to raise, elevate, to make an amount bigger",verb,3,descriptions-qualities,descriptions-qualities|daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1448,막,mak,just now,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1449,수출,su-chul,exporting sth,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1450,자르다,ja-reu-da,"to cut, chop",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1451,데리다,de-ri-da,to be accompanied by,verb,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1452,무척,mu-cheok,extremely,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1453,비용,bi-yong,expense,noun,3,general-core,general-core,,topik2-level4-vocab|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1454,옳다,olh-da,"to be right, correct",adjective,3,transport-directions,transport-directions|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1455,원래,ueon-rae,"originally, primarily",noun,3,general-core,general-core,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1456,최초,choi-cho,"in the very first, in the beginning",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1457,뿌리,bbu-ri,a root,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1458,수입,su-ip,importing sth,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1459,초,cho,second,dependent noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1460,상대,sang-dae,"counterpart, companion, rival",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1461,피부,pi-bu,skin,noun,3,hobbies-sports,hobbies-sports,,topik-core,topik-core,topik-extra,topik
kv1462,가득,ga-deuk,full,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1463,벽,byeok,a wall,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1464,장군,jang-gun,a general,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1465,무역,mu-yeok,trade,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1466,쳐다보다,chyeo-da-bo-da,to look up at,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1467,충분히,chung-bun-hi,"enough, sufficiently",adverb,3,verbs-actions,verbs-actions,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv1468,대,dae,counter for machines / vehicles,dependent noun,3,general-core,general-core,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1469,신체,sin-che,the body,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1470,에너지,e-neo-ji,energy,noun,3,general-core,general-core,,topik2-level4-vocab|topik-core,topik2-level4-vocab,topik-vocab,topik
kv1471,정리하다,jeong-ri-ha-da,to organize / arrange,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1472,배경,bae-gyeong,background,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1473,죽이다,juk-i-da,to kill,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1474,단순하다,dan-sun-ha-da,to be simple,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1475,반대,ban-dae,opposite and being opposed to,noun,3,general-core,general-core,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1476,푸르다,pu-reu-da,"to be blue, to be green",adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1477,발표,bal-pyo,announcement,noun,3,general-core,general-core,,topik2-level3-vocab|topik2-level4-vocab|topik2-level5-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1478,흔들다,heun-deul-da,"to shake, sway",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1479,기초,gi-cho,the foundation,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1480,뽑다,bbop-da,"to pull out, draw",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1481,미리,mi-ri,beforehand,adverb,3,body-health,body-health,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1482,부족하다,bu-jok-ha-da,"to be be short of, lack",adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1483,저희,jeo-heui,we,pronoun,3,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv1484,진행되다,jin-haeng-doi-da,"to have progressed, be advanced",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1485,오랜,o-raen,for a long time,determiner,3,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1486,젊은이,jeolm-eun-i,young person,noun,3,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv1487,과제,goa-je,a task; a subject or a thesis or homework; an exercise/a problem,noun,3,school-study,school-study|places-buildings|home-household|hobbies-sports|communication-media,,topik2-level3-vocab|topik2-level4-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1488,기록하다,gi-rok-ha-da,to record and write down,verb,3,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv1489,다가오다,da-ga-o-da,to approach,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1490,종합,jong-hap,synthesis,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1491,개발하다,gae-bal-ha-da,to develop or exploit or open up to development,verb,3,verbs-actions,verbs-actions,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv1492,떨다,ddeol-da,to do sth not important in an annoying way,verb,3,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1493,자,ja,well!!,interjection,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1494,자유롭다,ja-yu-rop-da,to be free,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1495,적극적,jeok-geuk-jeok,"positively engaging, actively",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1496,판매,pan-mae,"sale, selling",noun,3,shopping-money,shopping-money,,topik-core,topik-core,topik-extra,topik
kv1497,점차,jeom-cha,"gradually, in steps",adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1498,톤,ton,a ton,dependent noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1499,관련되다,goan-ryeon-doi-da,to be connected or related to,verb,3,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1500,나머지,na-meo-ji,"the rest, the remainder ; as a result of the excess of, as a result",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1501,미래,mi-rae,future,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1502,인구,in-gu,population,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1503,기대하다,gi-dae-ha-da,to expect or look forward to,verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1504,흘리다,heul-ri-da,"to spill, shed",verb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1505,주인공,ju-in-gong,"the head of a family, the hero/heroine",noun,3,family-relationships,family-relationships|body-health,,topik-core,topik-core,topik-extra,topik
kv1506,당연하다,dang-yeon-ha-da,"to be be natural, be no wonder",adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1507,따로,dda-ro,differently,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1508,빌리다,bil-ri-da,to lend,verb,3,time-calendar,time-calendar,,test-level-2-mock|topik-core,test-level-2-mock,topik-test,topik
kv1509,형님,hyeong-nim,"the respectful, proper way a man refers to an older friend",noun,3,family-relationships,family-relationships|time-calendar,,topik-core,topik-core,topik-extra,topik
kv1510,놓이다,noh-i-da,to be put on sth else  to become peaceful,verb,3,travel-movement,travel-movement|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1511,당장,dang-jang,"on the spot, immediately, right now",noun,3,transport-directions,transport-directions,,topik-core,topik-core,topik-extra,topik
kv1512,무렵,mu-ryeop,the time when,dependent noun,3,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv1513,사물,sa-mul,"objects, things",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1514,일반적,il-ban-jeok,"universal, general",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1515,곱다,gop-da,to be beautiful,adjective,3,clothing-appearance,clothing-appearance|descriptions-qualities,,test-intermediate-1|test-level-2-mock|test-level-2-practice|topik-core,test-intermediate-1,topik-test,topik
kv1516,바닥,ba-dak,floor,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1517,새끼,sae-ggi,"baby animal, mother fucker",noun,3,family-relationships,family-relationships|animals-nature,,topik-core,topik-core,topik-extra,topik
kv1518,생각되다,saeng-gak-doi-da,to come to think sth,verb,3,travel-movement,travel-movement|daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv1519,서비스,seo-bi-seu,service,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1520,선택하다,seon-taek-ha-da,to choose,verb,3,daily-life-actions,daily-life-actions,,topik2-level3-vocab|topik2-level4-vocab|topik2-level5-vocab|topik-core,topik2-level3-vocab,topik-vocab,topik
kv1521,심다,sim-da,"to plant, sow",verb,3,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv1522,간단하다,gan-dan-ha-da,to be simple,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1523,견디다,gyeon-di-da,to endure or bear,verb,3,time-calendar,time-calendar|body-health,,topik-core,topik-core,topik-extra,topik
kv1524,막히다,mak-hi-da,to be stopped up,verb,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1525,뿌리다,bbu-ri-da,"to sprinkle, scatter",verb,3,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv1526,어쩌면,eo-jjeo-myeon,perhaps / possibly,adverb,3,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv1527,비밀,bi-mil,a secret,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1528,아까,a-gga,a little while ago,adverb,3,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv1529,알맞다,al-maj-da,"to be to fit, be fitting, suitable",adjective,3,descriptions-qualities,descriptions-qualities,bab20,bab20|test-level-1-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab20,bab,workbook+topik
kv1530,희다,heui-da,"to be white, fair",adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1531,가리키다,ga-ri-ki-da,to point to or indicate,verb,3,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv1532,모시다,mo-si-da,to attend on,verb,3,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv1533,발달,bal-dal,"development, growth",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1534,수많다,su-manh-da,to be many and many,adjective,3,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv1535,잘못,jal-mos,"wrong, mistake",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1536,평화,pyeong-hoa,peace,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1537,공사,gong-sa,construction work or engineering work,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1538,돌,dol,"rock, stone",noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv1539,박사,bak-sa,"a doctor, a ph.D",noun,3,people-occupations,people-occupations,,topik-core,topik-core,topik-extra,topik
kv1540,전문가,jeon-mun-ga,a specialist,noun,3,general-core,general-core,,topik-core,topik-core,topik-extra,topik
