id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv0001,하다,ha-da,to do,verb,1,daily-life-actions,daily-life-actions,bab03|bab06|bab12|bab14|bab17|bab18|bab19|bab20,bab03|bab06|bab12|bab14|bab17|bab18|bab19|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab03,bab,workbook+topik
kv0002,있다,iss-da,to exist / have,adjective,1,descriptions-qualities,descriptions-qualities,bab11|bab12|bab15|bab20,bab11|bab12|bab15|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab11,bab,workbook+topik
kv0003,수,su,ability / way,dependent noun,1,general-core,general-core,bab12|bab16|bab18,bab12|bab16|bab18|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab12,bab,workbook+topik
kv0004,나,na,I / me (casual),pronoun,1,questions-pronouns,questions-pronouns,bab01|bab03|bab04|bab05|bab06|bab07|bab08|bab09|bab10|bab11|bab12|bab13|bab14|bab15|bab16|bab17|bab18|bab19|bab20,bab01|bab03|bab04|bab05|bab06|bab07|bab08|bab09|bab10|bab11|bab12|bab13|bab14|bab15|bab16|bab17|bab18|bab19|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab01,bab,workbook+topik
kv0005,그,geu,that / he,determiner/pronoun,1,questions-pronouns,questions-pronouns|clothing-appearance,bab10|bab12|bab19|bab20,bab10|bab12|bab19|bab20|test-intermediate-reading-1|topik-core,bab10,bab,workbook+topik
kv0006,없다,eops-da,to not exist / not have,adjective,1,descriptions-qualities,descriptions-qualities,bab12,bab12|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab12,bab,workbook+topik
kv0007,사람,sa-ram,person,noun,1,people-occupations,people-occupations,bab01|bab02|bab05|bab06,topik1-vocab|bab01|bab02|bab05|bab06|test-level-1-2-practice|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0008,우리,u-ri,we / our,pronoun,1,questions-pronouns,questions-pronouns,bab06|bab10|bab11|bab14|bab15|bab17|bab18|bab19|bab20,bab06|bab10|bab11|bab14|bab15|bab17|bab18|bab19|bab20|test-level-2-practice|test-reading-skills-set|topik-core,bab06,bab,workbook+topik
kv0009,보다,bo-da,to see / watch,verb,1,verbs-actions,verbs-actions,bab03|bab04|bab06|bab11|bab13|bab14|bab20,topik1-vocab|bab03|bab04|bab06|bab11|bab13|bab14|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0010,가다,ga-da,to go,verb,1,travel-movement,travel-movement,bab03|bab04|bab06|bab09|bab10|bab11|bab13|bab14|bab15|bab17|bab20,topik1-vocab|bab03|bab04|bab06|bab09|bab10|bab11|bab13|bab14|bab15|bab17|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0011,년,nyeon,year,dependent noun,1,time-calendar,time-calendar|body-health,bab08|bab09,bab08|bab09|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab08,bab,workbook+topik
kv0012,한,han,one / a single,determiner,1,questions-pronouns,questions-pronouns,bab09|bab15|bab16,bab09|bab15|bab16|test-level-2-mock|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab09,bab,workbook+topik
kv0013,일,il,work / matter / day,noun,1,time-calendar,time-calendar,bab05|bab07|bab08|bab09|bab18|bab20,topik1-vocab|bab05|bab07|bab08|bab09|bab18|bab20|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0014,오다,o-da,to come,verb,1,travel-movement,travel-movement,bab03|bab04|bab05|bab06|bab10|bab11|bab15|bab16,topik1-vocab|bab03|bab04|bab05|bab06|bab10|bab11|bab15|bab16|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0015,씨,ssi,~ Mr,dependent noun,1,general-core,general-core,bab03|bab04|bab06|bab08|bab10|bab12|bab13|bab14|bab15|bab17,bab03|bab04|bab06|bab08|bab10|bab12|bab13|bab14|bab15|bab17|test-intermediate-1|test-level-1-2-practice|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab03,bab,workbook+topik
kv0016,크다,keu-da,to be big,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06,topik1-vocab|bab05|bab06|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0017,많다,manh-da,to be many / much,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06|bab15|bab19|bab20,topik1-vocab|bab05|bab06|bab15|bab19|bab20|test-intermediate-1|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0018,안,an,inside,noun,1,transport-directions,transport-directions,bab04|bab05|bab06|bab07|bab10|bab11|bab12|bab15|bab16|bab18|bab19,bab04|bab05|bab06|bab07|bab10|bab11|bab12|bab15|bab16|bab18|bab19|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab04,bab,workbook+topik
kv0019,좋다,joh-da,to be good,adjective,1,travel-movement,travel-movement|descriptions-qualities,bab05|bab10|bab12|bab20,topik1-vocab|bab05|bab10|bab12|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0020,더,deo,more,adverb,1,verbs-actions,verbs-actions,bab04|bab05|bab11|bab15|bab16|bab17|bab18,bab04|bab05|bab11|bab15|bab16|bab17|bab18|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab04,bab,workbook+topik
kv0021,받다,bat-da,to receive,verb,1,verbs-actions,verbs-actions,bab11|bab20,bab11|bab20|test-intermediate-advanced-2|topik-core,bab11,bab,workbook+topik
kv0022,그것,geu-geos,that thing,pronoun,1,questions-pronouns,questions-pronouns|clothing-appearance,bab02,bab02|topik-core,bab02,bab,workbook+topik
kv0023,집,jip,home / house,noun,1,places-buildings,places-buildings|home-household,bab03|bab04|bab07|bab16|bab20,topik1-vocab|bab03|bab04|bab07|bab16|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0024,그리고,geu-ri-go,and / and then,conjunction,1,adverbs-connectors,adverbs-connectors,bab04|bab07|bab08|bab09|bab10|bab17|bab20,bab04|bab07|bab08|bab09|bab10|bab17|bab20|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-intermediate-reading-1|topik-core,bab04,bab,workbook+topik
kv0025,저,jeo,I / me (polite),pronoun,1,questions-pronouns,questions-pronouns,bab06|bab10|bab14|bab15|bab20,bab06|bab10|bab14|bab15|bab20|test-intermediate-1|test-level-2-practice|test-intermediate-advanced-2|topik-core,bab06,bab,workbook+topik
kv0026,만들다,man-deul-da,to make,verb,1,daily-life-actions,daily-life-actions,bab12|bab17|bab20,topik1-vocab|bab12|bab17|bab20|test-intermediate-1|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0027,두,du,"two, a couple of",determiner,1,questions-pronouns,questions-pronouns,bab09|bab16|bab18,bab09|bab16|bab18|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab09,bab,workbook+topik
kv0028,앞,ap,front,noun,1,transport-directions,transport-directions,bab07|bab12|bab15,bab07|bab12|bab15|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab07,bab,workbook+topik
kv0029,먹다,meok-da,to eat,verb,1,daily-life-actions,daily-life-actions,bab03|bab04|bab06|bab08|bab10|bab11|bab12|bab15|bab20,topik1-vocab|bab03|bab04|bab06|bab08|bab10|bab11|bab12|bab15|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0030,원,ueon,won (Korean currency),dependent noun,1,numbers-counters,numbers-counters|shopping-money,bab15,bab15|test-intermediate-1|test-level-1-2-practice|test-reading-skills-set|topik-core,bab15,bab,workbook+topik
kv0031,어떻다,eo-ddeoh-da,"to be how, what.. do you think of",adjective,1,clothing-appearance,clothing-appearance|descriptions-qualities,bab06|bab20,bab06|bab20|test-level-2-mock|topik-core,bab06,bab,workbook+topik
kv0032,다시,da-si,again,adverb,1,adverbs-connectors,adverbs-connectors,bab17|bab19,topik1-vocab|bab17|bab19|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0033,여자,yeo-ja,"woman, female",noun,1,general-core,general-core,bab07|bab19,topik1-vocab|bab07|bab19|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0034,개,gae,dog,noun,1,numbers-counters,numbers-counters|animals-nature,bab16,bab16|topik-core,bab16,bab,workbook+topik
kv0035,뒤,dui,back / behind,noun,1,transport-directions,transport-directions,bab07,bab07|topik-core,bab07,bab,workbook+topik
kv0036,다,da,"all, everything",adverb,1,verbs-actions,verbs-actions,bab03|bab14,bab03|bab14|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab03,bab,workbook+topik
kv0037,좀,jom,a little / please,adverb,1,adverbs-connectors,adverbs-connectors,bab12|bab15|bab17|bab19|bab20,bab12|bab15|bab17|bab19|bab20|topik-core,bab12,bab,workbook+topik
kv0038,함께,ham-gge,"together, with",adverb,1,verbs-actions,verbs-actions,bab08|bab09|bab10|bab11|bab13|bab18|bab19,bab08|bab09|bab10|bab11|bab13|bab18|bab19|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab08,bab,workbook+topik
kv0039,많이,manh-i,a lot / much,adverb,1,adverbs-connectors,adverbs-connectors,bab11|bab12|bab15|bab17|bab18|bab19|bab20,topik1-vocab|bab11|bab12|bab15|bab17|bab18|bab19|bab20|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0040,시간,si-gan,time / hour,noun,1,time-calendar,time-calendar,bab16|bab18|bab20,topik1-vocab|bab16|bab18|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0041,주다,ju-da,to give,verb,1,verbs-actions,verbs-actions,bab15,bab15|test-level-1-2-practice|test-level-2-mock|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab15,bab,workbook+topik
kv0042,나다,na-da,to be born,verb,1,descriptions-qualities,descriptions-qualities,bab13,bab13|topik-core,bab13,bab,workbook+topik
kv0043,어머니,eo-meo-ni,mother,noun,1,family-relationships,family-relationships,bab11|bab15|bab20,topik1-vocab|bab11|bab15|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0044,뭐,mueo,what,pronoun,1,questions-pronouns,questions-pronouns|clothing-appearance,bab11|bab12|bab13|bab14|bab19|bab20,bab11|bab12|bab13|bab14|bab19|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|topik-core,bab11,bab,workbook+topik
kv0045,다음,da-eum,next,determiner,1,questions-pronouns,questions-pronouns,bab07|bab09|bab11|bab13|bab15|bab17|bab18|bab20,bab07|bab09|bab11|bab13|bab15|bab17|bab18|bab20|test-reading-skills-set|test-reading-20|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab07,bab,workbook+topik
kv0046,누구,nu-gu,who,pronoun,1,questions-pronouns,questions-pronouns,bab11|bab20,topik1-vocab|bab11|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0047,여러,yeo-reo,"many, various",determiner,1,descriptions-qualities,descriptions-qualities,bab18,bab18|topik-core,bab18,bab,workbook+topik
kv0048,하나,ha-na,one,numeral,1,numbers-counters,numbers-counters,bab09,topik1-vocab|bab09|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0049,위,ui,top / above,noun,1,transport-directions,transport-directions,bab07,bab07|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab07,bab,workbook+topik
kv0050,운동,un-dong,exercise / sport,noun,1,hobbies-sports,hobbies-sports,bab03|bab04|bab05|bab06|bab10|bab20,topik2-level4-vocab|bab03|bab04|bab05|bab06|bab10|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik2-level4-vocab,topik-vocab,workbook+topik
kv0051,학교,hak-gyo,school,noun,1,school-study,school-study,bab03|bab04|bab06|bab07|bab12|bab15|bab16|bab17|bab20,topik1-vocab|bab03|bab04|bab06|bab07|bab12|bab15|bab16|bab17|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0052,시작하다,si-jak-ha-da,to start / begin,verb,1,time-calendar,time-calendar,bab09,bab09|test-level-1-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab09,bab,workbook+topik
kv0053,어느,eo-neu,which,determiner,1,questions-pronouns,questions-pronouns,bab19,topik1-vocab|bab19|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0054,그래서,geu-rae-seo,so / therefore,conjunction,1,adverbs-connectors,adverbs-connectors,bab11|bab12|bab13|bab18|bab19|bab20,bab11|bab12|bab13|bab18|bab19|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-topik-ii-level-3-practice-2|topik-core,bab11,bab,workbook+topik
kv0055,번,beon,"number, how many times",dependent noun,1,numbers-counters,numbers-counters|time-calendar|descriptions-qualities,bab18,bab18|test-level-2-mock|topik-core,bab18,bab,workbook+topik
kv0056,돈,don,money,noun,1,shopping-money,shopping-money,bab11|bab12,topik1-vocab|bab11|bab12|test-reading-20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0057,그런데,geu-reon-de,but / by the way,conjunction,1,adverbs-connectors,adverbs-connectors,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0058,여기,yeo-gi,here,pronoun,1,questions-pronouns,questions-pronouns,bab15|bab16,bab15|bab16|topik-core,bab15,bab,workbook+topik
kv0059,모두,mo-du,all / everyone,adverb/pronoun,1,verbs-actions,verbs-actions,bab11|bab15,bab11|bab15|test-level-2-mock|test-level-2-practice|test-reading-20|test-topik-ii-level-3-practice-2|topik-core,bab11,bab,workbook+topik
kv0060,친구,chin-gu,friend,noun,1,family-relationships,family-relationships|time-calendar,bab04|bab06|bab08|bab12|bab13|bab14|bab17|bab20,topik1-vocab|bab04|bab06|bab08|bab12|bab13|bab14|bab17|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0061,아버지,a-beo-ji,father,noun,1,family-relationships,family-relationships,bab11|bab15|bab17|bab20,topik1-vocab|bab11|bab15|bab17|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0062,왜,oae,why,adverb,1,questions-pronouns,questions-pronouns,bab12|bab16,topik1-vocab|bab12|bab16|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0063,물,mul,water,noun,1,food-drink,food-drink,bab02|bab05|bab20,topik1-vocab|bab02|bab05|bab20|test-level-2-mock|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0064,만나다,man-na-da,to meet,verb,1,verbs-actions,verbs-actions,bab04|bab11|bab12|bab17,topik1-vocab|bab04|bab11|bab12|bab17|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0065,쓰다,sseu-da,to write / use,verb,1,communication-media,communication-media,bab12|bab17,topik1-vocab|bab12|bab17|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0066,이것,i-geos,this thing,pronoun,1,questions-pronouns,questions-pronouns,bab02|bab06,bab02|bab06|topik-core,bab02,bab,workbook+topik
kv0067,이번,i-beon,this / this time,determiner,1,time-calendar,time-calendar,bab08|bab13|bab14|bab17|bab18|bab19|bab20,bab08|bab13|bab14|bab17|bab18|bab19|bab20|test-intermediate-1|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab08,bab,workbook+topik
kv0068,길,gil,road / way,noun,1,transport-directions,transport-directions,bab17|bab18,bab17|bab18|test-level-2-mock|test-intermediate-reading-3|topik-core,bab17,bab,workbook+topik
kv0069,생활,saeng-hoal,"lifestyle, livelihood",noun,1,general-core,general-core,bab18,topik2-level3-vocab|bab18|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik2-level3-vocab,topik-vocab,workbook+topik
kv0070,지금,ji-geum,now,noun/adverb,1,verbs-actions,verbs-actions,bab04|bab05|bab06|bab09|bab11|bab12|bab13|bab15|bab18|bab19|bab20,topik1-vocab|bab04|bab05|bab06|bab09|bab11|bab12|bab13|bab15|bab18|bab19|bab20|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0071,앉다,anj-da,to sit,verb,1,daily-life-actions,daily-life-actions,bab03|bab15,topik1-vocab|bab03|bab15|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0072,처음,cheo-eum,first / beginning,noun/adverb,1,verbs-actions,verbs-actions,bab19,bab19|test-level-2-practice|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab19,bab,workbook+topik
kv0073,몇,myeoch,how many / what number,determiner,1,questions-pronouns,questions-pronouns|clothing-appearance|descriptions-qualities,bab07|bab08|bab09|bab11,topik1-vocab|bab07|bab08|bab09|bab11|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0074,시,si,city,dependent noun,1,general-core,general-core,bab09|bab10|bab11|bab17,topik1-vocab|bab09|bab10|bab11|bab17|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0075,이야기,i-ya-gi,"conversation, talk",noun,1,communication-media,communication-media,bab06|bab20,bab06|bab20|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab06,bab,workbook+topik
kv0076,사다,sa-da,to buy,verb,1,shopping-money,shopping-money,bab04|bab11|bab15|bab20,bab04|bab11|bab15|bab20|test-intermediate-1|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab04,bab,workbook+topik
kv0077,잡다,jap-da,"to seize, catch",verb,1,animals-nature,animals-nature,bab05,bab05|test-intermediate-1|test-level-2-practice|test-reading-skills-set|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab05,bab,workbook+topik
kv0078,같이,gat-i,together,adverb,1,verbs-actions,verbs-actions,bab01|bab02|bab03|bab04|bab05|bab06|bab07|bab08|bab09|bab10|bab11|bab12|bab13|bab14|bab15|bab16|bab17|bab18|bab19|bab20,topik1-vocab|bab01|bab02|bab03|bab04|bab05|bab06|bab07|bab08|bab09|bab10|bab11|bab12|bab13|bab14|bab15|bab16|bab17|bab18|bab19|bab20|test-intermediate-1|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0079,선생님,seon-saeng-nim,teacher,noun,1,people-occupations,people-occupations|school-study|food-drink,bab01|bab02|bab06|bab08|bab11|bab13|bab17|bab20,topik1-vocab|bab01|bab02|bab06|bab08|bab11|bab13|bab17|bab20|test-level-2-practice|test-reading-20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0080,못,mos,cannot,adverb,1,verbs-actions,verbs-actions,bab12|bab16|bab18|bab19,bab12|bab16|bab18|bab19|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,bab12,bab,workbook+topik
kv0081,읽다,ilk-da,to read,verb,1,communication-media,communication-media,bab03|bab04|bab06|bab11|bab13|bab15|bab20,topik1-vocab|bab03|bab04|bab06|bab11|bab13|bab15|bab20|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0082,이제,i-je,now,adverb,1,verbs-actions,verbs-actions,bab11,bab11|topik-core,bab11,bab,workbook+topik
kv0083,물론,mul-ron,of course,adverb,1,verbs-actions,verbs-actions,bab12,bab12|topik-core,bab12,bab,workbook+topik
kv0084,책,chaek,book,noun,1,general-core,general-core,bab02|bab03|bab04|bab05|bab06|bab11|bab13|bab20,bab02|bab03|bab04|bab05|bab06|bab11|bab13|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab02,bab,workbook+topik
kv0085,일어나다,il-eo-na-da,to get up / occur,verb,1,verbs-actions,verbs-actions,bab11,topik1-vocab|bab11|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0086,시장,si-jang,market,noun,1,places-buildings,places-buildings,bab04|bab05|bab08|bab11|bab15|bab16,topik1-vocab|bab04|bab05|bab08|bab11|bab15|bab16|test-reading-skills-set|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0087,무슨,mu-seun,what / what kind of,determiner,1,questions-pronouns,questions-pronouns|clothing-appearance,bab05|bab07|bab10|bab12|bab13|bab14|bab16,bab05|bab07|bab10|bab12|bab13|bab14|bab16|test-level-1-2-practice|test-level-2-mock|topik-core,bab05,bab,workbook+topik
kv0088,어렵다,eo-ryeop-da,to be difficult,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06|bab19|bab20,topik1-vocab|bab05|bab06|bab19|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0089,너무,neo-mu,too / very,adverb,1,adverbs-connectors,adverbs-connectors,bab12|bab17|bab19,bab12|bab17|bab19|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab12,bab,workbook+topik
kv0090,학생,hak-saeng,student,noun,1,people-occupations,people-occupations,bab01|bab02|bab06|bab19,topik1-vocab|bab01|bab02|bab06|bab19|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0091,이름,i-reum,name,noun,1,communication-media,communication-media,bab01|bab06|bab11,topik1-vocab|bab01|bab06|bab11|test-level-1-2-practice|test-reading-20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0092,쉽다,suip-da,to be easy,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06,topik1-vocab|bab05|bab06|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0093,밖,bakk,outside,noun,1,transport-directions,transport-directions,bab07|bab18,bab07|bab18|test-level-2-practice|test-topik-ii-level-3-practice-2|topik-core,bab07,bab,workbook+topik
kv0094,작다,jak-da,to be small,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06,topik1-vocab|bab05|bab06|test-intermediate-1|test-level-2-practice|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0095,타다,ta-da,to ride / take,verb,1,travel-movement,travel-movement,bab17,bab17|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab17,bab,workbook+topik
